Number,leaid11,STNAM,School.District,County_name,ALL_COHORT_1112,ALL_RATE_1112,ECD_COHORT_1112,ECD_RATE_1112,Percentage,Num_BGs_in_Tract,LAND_AREA,URBANIZED_AREA_POP_CEN_2010,URBAN_CLUSTER_POP_CEN_2010,RURAL_POP_CEN_2010,pct_URBANIZED_AREA_POP_CEN_2010,pct_URBAN_CLUSTER_POP_CEN_2010,pct_RURAL_POP_CEN_2010,pct_Males_CEN_2010,pct_Males_ACS_08_12,pct_Males_ACSMOE_08_12,pct_Females_CEN_2010,pct_Females_ACS_08_12,pct_Females_ACSMOE_08_12,pct_Tot_GQ_CEN_2010,pct_Inst_GQ_CEN_2010,pct_Non_Inst_GQ_CEN_2010,pct_Pop_5yrs_Over_ACS_08_12,pct_Pop_5yrs_Over_ACSMOE_08_12,pct_Othr_Lang_ACS_08_12,pct_Othr_Lang_ACSMOE_08_12,pct_Age5p_Only_Eng_ACS_08_12,pct_Age5p_Only_Eng_ACSMOE_08_12,pct_Pop_25yrs_Over_ACS_08_12,pct_Pop_25yrs_Over_ACSMOE_08_12,pct_Not_HS_Grad_ACS_08_12,pct_Not_HS_Grad_ACSMOE_08_12,pct_College_ACS_08_12,pct_College_ACSMOE_08_12,pct_Pov_Univ_ACS_08_12,pct_Pov_Univ_ACSMOE_08_12,pct_Prs_Blw_Pov_Lev_ACS_08_12,pct_Prs_Blw_Pov_Lev_ACSMOE_08_12,pct_Civ_emp_16p_ACS_08_12,pct_Civ_emp_16p_ACSMOE_08_12,pct_Civ_unemp_16p_ACS_08_12,pct_Civ_unemp_16p_ACSMOE_08_12,pct_Pop_1yr_Over_ACS_08_12,pct_Pop_1yr_Over_ACSMOE_08_12,pct_Diff_HU_1yr_Ago_ACS_08_12,pct_Diff_HU_1yr_Ago_ACSMOE_08_12,pct_Born_US_ACS_08_12,pct_Born_US_ACSMOE_08_12,pct_Born_foreign_ACS_08_12,pct_Born_foreign_ACSMOE_08_12,pct_US_Cit_Nat_ACS_08_12,pct_US_Cit_Nat_ACSMOE_08_12,pct_NON_US_Cit_ACS_08_12,pct_NON_US_Cit_ACSMOE_08_12,pct_ENG_VW_SPAN_ACS_08_12,pct_ENG_VW_SPAN_ACSMOE_08_12,pct_ENG_VW_INDOEURO_ACS_08_12,pct_ENG_VW_INDOEURO_ACSMOE_08_12,pct_ENG_VW_API_ACS_08_12,pct_ENG_VW_API_ACSMOE_08_12,pct_ENG_VW_OTHER_ACS_08_12,pct_ENG_VW_OTHER_ACSMOE_08_12,pct_ENG_VW_ACS_08_12,pct_ENG_VW_ACSMOE_08_12,pct_Rel_Family_HHDS_CEN_2010,pct_Rel_Family_HHD_ACS_08_12,pct_Rel_Family_HHD_ACSMOE_08_12,pct_MrdCple_HHD_CEN_2010,pct_MrdCple_HHD_ACS_08_12,pct_MrdCple_HHD_ACSMOE_08_12,pct_Not_MrdCple_HHD_CEN_2010,pct_Not_MrdCple_HHD_ACS_08_12,pct_Not_MrdCple_HHD_ACSMOE_08_12,pct_Female_No_HB_CEN_2010,pct_Female_No_HB_ACS_08_12,pct_Female_No_HB_ACSMOE_08_12,pct_NonFamily_HHD_CEN_2010,pct_NonFamily_HHD_ACS_08_12,pct_NonFamily_HHD_ACSMOE_08_12,pct_Sngl_Prns_HHD_CEN_2010,pct_Sngl_Prns_HHD_ACS_08_12,pct_Sngl_Prns_HHD_ACSMOE_08_12,pct_HHD_PPL_Und_18_CEN_2010,pct_HHD_PPL_Und_18_ACS_08_12,pct_HHD_PPL_Und_18_ACSMOE_08_12,avg_Tot_Prns_in_HHD_CEN_2010,avg_Tot_Prns_in_HHD_ACS_08_12,avg_Tot_Prns_in_HHD_ACSMOE_08_12,pct_Rel_Under_6_CEN_2010,pct_Rel_Under_6_ACS_08_12,pct_Rel_Under_6_ACSMOE_08_12,pct_HHD_Moved_in_ACS_08_12,pct_HHD_Moved_in_ACSMOE_08_12,pct_PUB_ASST_INC_ACS_08_12,pct_PUB_ASST_INC_ACSMOE_08_12,pct_Tot_Occp_Units_CEN_2010,pct_Tot_Occp_Units_ACS_08_12,pct_Tot_Occp_Units_ACSMOE_08_12,pct_Vacant_Units_CEN_2010,pct_Vacant_Units_ACS_08_12,pct_Vacant_Units_ACSMOE_08_12,pct_Renter_Occp_HU_CEN_2010,pct_Renter_Occp_HU_ACS_08_12,pct_Renter_Occp_HU_ACSMOE_08_12,pct_Owner_Occp_HU_CEN_2010,pct_Owner_Occp_HU_ACS_08_12,pct_Owner_Occp_HU_ACSMOE_08_12,pct_Single_Unit_ACS_08_12,pct_Single_Unit_ACSMOE_08_12,pct_MLT_U2_9_STRC_ACS_08_12,pct_MLT_U2_9_STRC_ACSMOE_08_12,pct_MLT_U10p_ACS_08_12,pct_MLT_U10p_ACSMOE_08_12,pct_Mobile_Homes_ACS_08_12,pct_Mobile_Homes_ACSMOE_08_12,pct_Crowd_Occp_U_ACS_08_12,pct_Crowd_Occp_U_ACSMOE_08_12,pct_NO_PH_SRVC_ACS_08_12,pct_NO_PH_SRVC_ACSMOE_08_12,pct_No_Plumb_ACS_08_12,pct_No_Plumb_ACSMOE_08_12,pct_Recent_Built_HU_ACS_08_12,pct_Recent_Built_HU_ACSMOE_08_12
11,100810,ALABAMA,Coffee County School District,Coffee County,161,92,74,90-94,100,2,80.391,0,0,1841,0,0,100,49.48,50.15306122,4.583221109,50.52,49.84693878,2.824023276,0,0,0,93.52040816,11.9209129,0.43644299,0.434713934,99.56355701,0.829907174,69.3877551,8.846952589,22.86764706,4.567342159,15.07352941,4.125740439,100,12.91552182,13.01020408,4.593723167,93.2735426,2.898310445,6.726457399,3.723637393,98.31632653,1.362205524,6.279190452,0.58001863,99.13265306,2.06390186,0.867346939,0.709879972,0.204081633,0.25442027,0.663265306,0.711712657,0,1.536491677,0,1.536491677,0,1.536491677,0,1.536491677,0,1.536491677,71.37,73.62355954,4.843383925,56.86,57.74647887,5.492506921,43.14,42.25352113,7.543216788,10.46,12.16389245,4.759072633,28.63,26.37644046,5.740549257,25.75,24.71190781,5.519127958,29.54,33.54673496,4.293719017,2.4065,2.509603073,0.094364507,13.55,16.34782609,6.557134667,4.353393086,2.535058541,0,1.536491677,86.15,85.91859186,4.097607062,13.85,14.08140814,5.080530097,16.73,23.04737516,7.041759749,83.27,76.95262484,7.155507682,65.12651265,6.690425336,0.440044004,1.429828032,0,1.320132013,34.43344334,6.870388734,1.408450704,0.888588419,3.072983355,2.290503194,1.540154015,1.757038508,0.550055006,0.548774039
12,100840,ALABAMA,Colbert County School District,Colbert County,267,63,155,55-59,100,4,243.131,0,0,3942,0,0,100,49.04,47.73682909,2.622929761,50.96,52.26317091,3.216338032,0,0,0,95.44892407,1.800552075,1.710287639,1.360126615,98.28971236,15.34930481,69.77491961,9.753911803,24.77844736,5.632246748,14.21481744,3.775050533,100,15.53081429,18.45164482,7.009545267,80.1980198,16.39217617,19.8019802,7.221139044,99.45584962,15.38374857,9.500124347,1.034830755,99.28271086,15.33542787,0.717289142,0.862102469,0.272075192,0.394616171,0.44521395,0.715620831,0,0.741656366,0,0.741656366,0,0.741656366,0,0.741656366,0,0.741656366,70.16,73.54758962,4.000531711,53.43,56.24227441,3.549007381,46.57,43.75772559,7.240528726,12.39,13.78244747,4.927732451,29.84,26.45241038,5.681008838,26.77,24.78368356,5.604239309,27.2,30.03708282,5.751759258,2.3718,2.498763906,0.170942378,15.78,11.93277311,4.633693934,4.202719407,2.258091603,0.494437577,0.554618087,77.34,74.80351364,4.658493467,22.66,25.19648636,6.345905756,17.63,20.14833127,5.675156827,82.37,79.85166873,2.81897994,81.59963014,4.447592469,2.126675913,1.19542792,0.138696255,0.600961061,16.13499769,4.617995668,1.915945612,1.474152229,4.388133498,3.12941542,4.392048081,3.596724033,0,0.554785021
13,100990,ALABAMA,Cullman City School District,Cullman County,231,93,46,80-89,75.04179967,4,3.621,0,4231,58,0,98.65,1.35,47.33,48.62772695,4.340245518,52.67,51.37227305,4.098597674,0,0,0,95.28501056,12.23394727,4.579025111,2.851139118,95.42097489,3.339965428,63.71100164,2.035921305,16.31075111,5.557174722,17.5257732,4.901752171,100,13.03743678,23.83298147,8.493588029,91.45845439,4.163058063,8.541545613,5.353677851,99.41355853,1.194544118,19.25436527,1.790047172,97.02087732,2.328386741,2.979122684,2.44769446,1.243255923,1.143696689,1.735866761,2.01100157,1.360544218,1.752976931,0,0.680272109,0.22675737,0.396285335,0,0.680272109,1.587301587,1.921985366,61.51,67.5170068,5.776972873,42.7,39.28571429,6.889198429,57.3,60.71428571,10.34389252,13.43,18.19727891,7.354478071,38.49,32.4829932,7.605876006,34.49,30.66893424,6.939737272,28.52,35.37414966,6.624756988,2.2862,2.414399093,0.028694659,22.27,16.20486986,5.961972161,15.47619048,5.665577159,0.850340136,1.358328824,89.63,92.11488251,4.901817512,10.37,7.885117494,6.238980876,47.97,53.23129252,7.253379075,52.03,46.76870748,3.984123018,59.2689295,8.661606375,23.65535248,8.008590367,14.308094,6.016835055,2.767624021,2.969418027,2.891156463,2.936011694,4.535147392,4.402352431,0,0.626631854,0,0.626631854
14,101020,ALABAMA,Cullman County School District,Cullman County,776,80,372,72,100,3,72.307,0,0,5631,0,0,100,50.04,49.29976659,1.336018935,49.96,50.70023341,3.395462546,0,0,0,93.84794932,12.05967429,1.421211583,1.308594011,98.57878842,12.28461714,70.74024675,8.576270425,26.39641763,6.174430186,12.7975489,4.197280013,99.08302768,12.9667953,24.14605418,8.863405768,90.3752606,5.497102074,9.624739402,5.446735611,98.88296099,12.94181242,15.86578992,1.457908532,98.64954985,12.86787039,1.35045015,1.17701797,0.216738913,0.332832089,1.133711237,1.179002914,0.25673941,0.555893294,0,0.727428327,0,0.727428327,0,0.727428327,0.25673941,0.898355575,73.52,73.34189131,5.659067189,58.72,66.70945657,5.929182144,41.28,33.29054343,7.821879629,9.61,5.94779632,2.697329665,26.48,26.65810869,7.493172623,22.85,23.91955499,6.932044191,31.8,27.98459564,4.531419704,2.4938,2.564826701,0.125496214,17.83,17.67794632,5.988578668,5.006418485,3.184410505,0.427899016,0.426541612,77.84,82.96059638,4.304828375,22.16,17.03940362,6.198566298,16.03,21.09542148,7.385370891,83.97,78.90457852,5.163371429,71.17500888,6.691831356,0.070997515,0.603463668,0,0.603478878,28.75399361,6.407458937,1.454856654,1.79344182,4.963628584,3.486461661,2.378416755,2.76518042,0,0.603478878
15,101050,ALABAMA,Dale County School District,Dale County,219,80,112,75-79,100,2,95.686,0,0,2067,0,0,100,49.15,48.18266542,4.405935902,50.85,51.81733458,3.943772411,0,0,0,92.03168686,14.13869617,2.329113924,2.723045344,97.67088608,14.50532927,70.54986021,10.83155297,13.80449141,4.66491943,15.25759577,4.262693103,100,15.75009513,6.710158434,3.889719625,96.38218924,5.059596372,3.617810761,3.466275582,97.39049394,1.507263233,20.76555024,2.334882443,100,15.75009513,0,0.55917987,0,0.55917987,0,0.55917987,0,1.400233372,0,1.400233372,0,1.400233372,0,1.400233372,0,1.400233372,72.3,74.7957993,6.458645115,59.15,67.32788798,8.364539209,40.85,32.67211202,8.711189836,8.8,5.36756126,4.517258414,27.7,25.2042007,7.624043424,25,24.27071179,7.655912963,29.69,24.85414236,6.141981911,2.4261,2.504084014,0.107975569,19.16,21.99687988,9.047198711,15.51925321,7.534605836,0.700116686,1.047711472,79.04,77.13771377,5.968484142,20.96,22.86228623,8.13573339,18.31,16.80280047,6.423420067,81.69,83.19719953,5.264830679,68.22682268,7.20444274,1.260126013,2.518815967,0,1.080108011,30.51305131,8.762035961,2.450408401,3.14046129,2.450408401,2.906281058,5.130513051,5.209020652,0,1.080108011
16,101140,ALABAMA,DeKalb County School District,DeKalb County,609,81,350,75,100,4,58.442,0,0,8628,0,0,100,50.02,48.8629454,4.311887604,49.98,51.1370546,4.356629149,1.45,1.45,0,88.82403016,14.03616362,14.52628697,8.586223752,85.47371303,7.009194361,59.00522924,8.925071102,28.79225062,6.176797247,6.595218467,2.425353487,97.78669585,2.937322799,18.69170501,8.027796808,91.15373604,18.8619537,8.846263957,8.39529352,97.22728931,15.19208887,6.716697936,0.725016925,89.71178402,13.93994678,10.28821598,6.253101169,0.243220236,0.32719554,10.04499574,6.270505296,4.131568392,5.479996007,0,0.681909346,0,0.681909346,0,0.681909346,4.131568392,5.520220161,78.37,81.14721219,6.017036401,61.36,57.03971119,6.006877336,38.64,42.96028881,8.176313113,10.74,17.36863217,5.385459179,21.63,18.85278781,5.632599999,18.69,17.56919374,5.463308369,45.5,43.84275973,8.311459101,3.0853,3.251504212,0.208214796,29.21,24.12259021,9.629635957,5.896510229,2.70487832,3.610108303,3.229188946,89.57,81.65738618,5.426499222,10.43,18.34261382,7.842711031,24.46,29.16165263,7.608523397,75.54,70.83834737,5.574436111,62.59416967,5.561475333,2.816901409,1.326653616,0,0.556829348,34.58892892,8.43076752,10.22864019,4.909706968,1.684717208,1.353482154,6.026858827,4.16879252,0,0.556829348
17,101170,ALABAMA,Decatur City School District,Morgan County,712,71,380,59,100,2,2.204,2748,0,0,100,0,0,47.96,51.23869446,7.635170386,52.04,48.76130555,5.857688525,0.98,0,0.98,92.56783327,2.423630423,5.862361937,4.686007984,94.13763806,3.49557474,72.39480928,3.564515835,24.55187398,8.288536165,17.87072243,4.558255126,100,12.12341945,18.52143138,8.704188384,90.53398058,8.543863767,9.466019418,4.896209314,98.54502556,0.883569326,24.50119713,2.111835028,95.91034212,3.673057389,4.089657884,4.271914139,0.629178136,0.942224695,3.460479748,4.157735654,0.955690704,1.387091816,0,1.042571677,0,1.042571677,0,1.042571677,0.955690704,1.735217395,59.52,61.5986099,6.739740526,43.23,37.61946134,6.648852271,56.77,62.38053866,12.17186271,12.18,10.59947871,4.758712696,40.48,38.4013901,10.12886585,35.24,32.75412685,10.12671156,27.34,24.23979149,6.828890541,2.1944,2.209383145,0.283648247,21.95,23.977433,10.58398553,7.558644657,5.162564314,1.911381408,2.948299659,91.72,82.21428571,6.466512073,8.28,17.78571429,6.138822117,43.31,54.38748914,8.937270171,56.69,45.61251086,6.699753224,57.92857143,7.278265268,20.71428571,7.55968174,20.14285714,8.357340547,1.214285714,1.927444558,2.780191138,2.76746565,1.042571677,1.908782657,0.357142857,0.642564721,0,0.857142857
18,101230,ALABAMA,Dothan City School District,Houston County,569,87,311,81,100,3,1.592,2484,0,0,100,0,0,47.83,46.79334917,2.382692078,52.17,53.20665083,2.629566527,1.17,0,1.17,94.9722882,2.121408489,3.459774906,1.65401319,96.54022509,8.164384554,68.96278702,1.176864228,5.568312285,2.446371459,45.86681975,2.965201193,99.84164687,0.742438077,13.04520222,3.164920622,94.95726496,3.177013952,5.042735043,2.192532057,98.97070467,0.810153404,11.4,0.65208,99.1290578,7.887348286,0.870942201,0.552038485,0.158353128,0.158099176,0.712589074,0.552765885,0,1.175318315,0,1.175318315,0,1.175318315,0,1.175318315,0,1.175318315,63,66.6993144,4.034499188,49.03,51.51811949,4.536653041,50.97,48.48188051,5.482524369,11.29,12.4387855,3.174204483,37,33.3006856,4.513647077,32.56,31.53770813,4.543913166,29.51,32.22331048,3.153123721,2.271,2.459353575,0.069553116,20.12,19.97063142,4.744569842,7.541625857,3.112345837,0.195886386,0.293672944,90.46,87.11604096,3.261392949,9.54,12.88395904,2.958518664,23.31,20.27424094,3.991997764,76.69,79.72575906,2.956117737,88.13993174,3.672385229,9.385665529,3.571347004,2.47440273,1.619277258,0,1.023890785,0.685602351,0.782825865,2.350636631,1.464631081,0.938566553,1.023461955,0,1.023890785
19,101290,ALABAMA,Elmore County School District,Elmore County,973,74,428,65,100,2,35.766,0,0,6257,0,0,100,49.7,47.213221,2.817132822,50.3,52.786779,4.84528988,0,0,0,94.76668827,11.32646297,2.461959309,2.315905406,97.53804069,0.565807207,68.85936487,7.594269241,6.729411765,3.164547134,36.18823529,6.021769257,100,11.98369561,5.913804277,4.378415341,95.52149083,2.740406847,4.478509167,2.65889386,99.22229423,11.8341214,5.731548008,0.481060692,98.72002592,1.71141502,1.279974077,0.99866403,0.64808814,0.710778551,0.631885937,0.727130369,0,0.735612289,0,0.735612289,0,0.735612289,0,0.735612289,0,0.735612289,84.38,76.07096495,5.009267631,74.25,70.09952402,5.031634245,25.75,29.90047598,8.730788519,7,3.548247512,2.322198978,15.62,23.92903505,8.254460624,13.31,22.06836867,7.796650062,39.02,39.72306361,6.284522631,2.7216,2.670705322,0.114332025,20.41,16.04095563,6.757786947,3.331890956,3.756710718,2.163565556,3.28481143,95.51,94.71311475,4.194113874,4.49,5.286885246,4.579840427,7.31,8.178277802,4.329288073,92.69,91.8217222,3.210127005,89.67213115,4.491388917,0.737704918,1.433783614,0,0.696721312,9.590163934,5.339764335,2.639549978,3.62966116,3.937689312,5.574566789,4.344262295,5.321866931,0.614754098,1.023965348
20,101320,ALABAMA,Enterprise City School District,Coffee County,522,85,162,80-84,100,1,1.272,0,2026,0,0,100,0,44.52,36.67048055,3.51803905,55.48,63.32951945,9.573515254,0.79,0.79,0,91.99084668,19.25213298,5.472636816,4.34425088,94.52736318,3.395990781,60.92677346,12.49145822,20.09389671,7.383592952,25.16431925,6.554384266,99.65675057,1.25502205,27.03788749,15.30065812,93.44512195,7.490942207,6.554878049,5.626166384,98.91304348,21.12112856,8.039329092,1.208921668,97.02517163,2.209008614,2.974828375,1.833212664,2.173913044,1.509053539,0.800915332,0.907242771,0,1.910828026,0,1.910828026,0,1.910828026,0,1.910828026,0,1.910828026,66.63,78.98089172,3.54696394,44.58,55.0955414,9.017206736,55.42,44.9044586,11.82887419,18.83,22.61146497,9.300309161,33.37,21.01910828,8.368676006,27.89,20.38216561,8.402420968,33.02,32.6433121,8.454631529,2.3957,2.75955414,0.120961089,23.08,24.59677419,11.70666542,4.936305733,3.264819268,2.547770701,3.162766348,90.7,68.935236,8.139416596,9.3,31.064764,9.846715101,37.66,29.6178344,9.396961182,62.34,70.38216561,3.306705271,76.39956092,9.431361325,20.19758507,9.834269534,3.402854007,5.370604002,0,1.317233809,1.114649682,2.223310857,1.592356688,2.537068827,1.646542261,2.630595402,0.658616905,0.986273044
21,101530,ALABAMA,Florence City School District,Lauderdale County,356,84,165,70-74,100,5,1.952,4612,0,0,100,0,0,44.86,40.64182641,4.369111781,55.14,59.3581736,3.672992427,0,0,0,93.02175318,3.11224401,1.736513082,1.264485715,98.26348692,0.77366603,64.8503123,1.412613132,19.36233809,3.464504214,16.50614414,4.858564843,99.54770622,0.76116346,33.38381653,8.272106247,89.6925859,6.255307871,10.30741411,4.781778796,97.32931294,2.262791917,16.79575127,1.401194563,100,11.33076557,0,0.258453586,0,0.258453586,0,0.258453586,0.465766185,0.651193864,0,0.558919422,0,0.558919422,0,0.558919422,0.465766185,0.837695808,55.43,52.58500233,6.881945912,33.33,28.22543083,5.448909373,66.67,71.77456917,8.603332304,18,21.19236144,5.807719764,44.57,47.41499767,7.025635463,38.83,41.49976712,7.371738292,27.27,26.03632976,5.160194488,2.1501,2.152771309,0.074523536,23.8,23.914969,8.101744814,14.8113647,6.431306047,2.56171402,2.27465146,90.93,86.85275081,4.788154004,9.07,13.14724919,5.466314457,45.5,42.66418258,5.524050235,54.5,57.33581742,5.433476121,71.60194175,5.179079227,15.9789644,4.672195681,12.41909385,4.410845121,0,0.485436893,0,0,5.123428039,4.128569748,0,0.485436893,0,0.485436893
22,101590,ALABAMA,Franklin County School District,Franklin County,256,85,153,80-84,100,3,73.869,0,0,2652,0,0,100,47.25,42.31348907,6.198198746,52.75,57.68651093,4.984411787,0,0,0,94.15975886,0.646060761,2.400960384,3.474911536,97.59903962,12.13038547,70.98718915,3.236108609,20.32908705,5.081098469,7.749469214,3.797619998,98.11605124,1.496152168,26.7281106,10.68020872,94.82439926,4.689951767,5.175600739,3.700998171,98.71891485,12.28253938,11.29770992,0.991783696,98.07837227,0.569181385,1.921627732,3.198228278,0,0.452147702,1.921627732,3.198228278,0,1.019541207,0,1.019541207,0,1.019541207,0,1.019541207,0,1.019541207,65.97,64.91079014,5.172035242,47.79,50.29736619,5.464128087,52.21,49.70263382,11.72859441,14.63,10.8751062,6.779517714,34.03,35.08920986,10.00195807,31.6,35.08920986,10.00195807,29.87,28.46219201,7.637934389,2.2961,2.212404418,0.311572664,21.65,21.85863874,11.1349683,4.587935429,3.619125035,1.274426508,1.437685086,90.23,88.4962406,4.481563662,9.77,11.5037594,6.599508112,38.96,33.30501274,8.615411258,61.04,66.69498726,7.523331711,68.72180451,6.026000619,19.09774436,5.806262378,1.278195489,1.875669679,10.90225564,6.228024796,0,0,2.803738318,2.872563031,2.030075188,3.001166051,0,0.902255639
23,101620,ALABAMA,Gadsden City School District,Etowah County,393,75,264,70-74,100,1,0.627,1286,0,0,100,0,0,45.8,42.08798424,10.54974196,54.2,57.91201576,11.21744073,2.88,0,2.88,92.777413,29.2160004,3.184713376,3.684806809,96.81528662,4.589499885,58.76559422,17.31340994,18.10055866,7.27300381,11.39664805,5.870587593,98.68680236,3.206353852,66.00133067,18.22989387,70.16460905,40.3529836,29.83539095,14.13686237,100,31.84998371,22.06172029,4.968594917,99.67170059,2.507325491,0.328299409,0.652422613,0.328299409,0.652422613,0,0.787918582,0,2.226345084,0,2.226345084,0,2.226345084,0,2.226345084,0,2.226345084,56.75,60.48237477,10.44068794,27.58,19.66604824,9.317857829,72.42,80.33395176,15.78409762,24.6,36.36363636,14.19085275,43.25,39.51762523,15.09466475,38.1,37.66233766,15.09590869,32.94,38.96103896,11.8959324,2.4782,2.756957328,0.250180731,24.83,29.14110429,16.2557747,16.69758813,12.88277708,6.307977737,8.053504287,74.45,71.58034529,13.0908159,25.55,28.41965471,13.4773462,50.2,41.3729128,16.56975536,49.8,58.6270872,7.460699105,70.38512616,8.098096483,25.09960159,10.9686889,4.515272244,5.823569092,0,1.593625498,4.638218924,7.356025958,9.833024119,9.040304048,0,1.593625498,0,1.593625498
24,101660,ALABAMA,Geneva County School District,Geneva County,232,79,122,70-74,100,4,72.582,0,0,4288,0,0,100,49.65,52.16912574,4.861368324,50.35,47.83087426,2.674449797,0,0,0,91.41158335,13.6801192,4.745844375,3.359826811,95.25415563,4.716284946,62.78352786,8.839578709,21.04524728,4.586770776,13.92493862,3.823668155,98.23827351,14.72291469,15.98296346,4.586185408,91.79068651,15.77741419,8.20931349,4.637477138,97.75379872,0.921117461,16.42261771,1.753620363,98.28231667,1.70827043,1.71768333,1.353058987,0,0.264258974,1.71768333,1.353058987,0.772430184,1.127000232,0,0.713012478,0,0.713012478,0,0.713012478,0.772430184,1.305517742,72.14,70.29114676,7.131031622,52.34,48.06892454,7.367003782,47.66,51.93107546,9.532207601,15.01,15.68627451,5.666147891,27.86,29.70885324,7.356960087,24.42,23.64824718,6.089767312,32.01,34.46226976,6.426538771,2.5047,2.698158051,0.170488174,17.33,21.80896027,7.761947672,10.57635175,4.42414552,1.960784314,1.774618685,86.51,84.95709238,4.909336498,13.49,15.04290762,5.368524687,27.57,28.75816994,8.008410471,72.43,71.24183007,6.824416268,76.42604745,5.234934407,3.23069157,2.71826273,0.151438667,0.656164649,19.38414942,5.519818371,1.01010101,1.304329364,3.149138443,2.00215274,5.805148915,3.463774602,0.605754669,0.857300789
25,101690,ALABAMA,Guntersville City School District,Marshall County,135,87,59,70-79,37.05011129,2,12.215,0,2503,1221,0,67.21,32.79,48.52,45.97577389,4.741792447,51.48,54.02422611,2.880850248,0.13,0,0.13,92.05921938,14.00318406,15.84795322,6.456962896,84.15204678,3.406000397,62.28802153,9.305514592,24.37337943,7.290304889,9.723422645,3.942479248,100,15.60774053,22.42261104,8.053689051,89.20419494,4.971746455,10.79580506,4.827071975,99.59623149,1.255577724,14.81081081,1.645200877,87.83310902,3.092707305,12.16689098,5.046482603,0.565275909,0.670049526,11.60161507,4.979332594,6.608569354,6.578595805,0.145243283,0.362845205,2.687000726,3.039378195,1.307189543,1.155272281,10.74800291,7.336495725,66.38,69.7167756,7.121002096,47.16,51.27087872,8.336598381,52.84,48.72912128,9.454789322,14.19,14.81481482,6.307787394,33.62,30.2832244,7.372870723,29.1,27.08787219,7.099413346,33.03,37.69063181,6.811792371,2.4323,2.69644154,0.151160953,22.96,26.66666667,10.8369029,9.87654321,4.774065793,9.586056645,6.031664861,89.42,82.15990454,5.514368063,10.58,17.84009547,5.783159706,40.68,43.93609296,8.707414866,59.32,56.06390704,8.398723502,63.96181384,8.315859377,18.55608592,5.894953995,4.057279236,2.790921932,13.36515513,6.561322866,4.357298475,3.314776642,8.71459695,4.647031619,2.625298329,3.515833599,0.835322196,1.012755051
26,101720,ALABAMA,Haleyville City School District,Winston County,135,87,76,75-79,72.05878921,5,71.181,0,1396,3036,0,31.5,68.5,47.5,45.96007605,3.626408512,52.5,54.03992395,4.335144764,0.34,0.34,0,93.44106464,14.7650742,3.585961343,2.384334217,96.41403866,14.81208409,67.75190114,10.96560641,41.0382322,8.94565163,8.558400561,3.985432567,99.35836502,1.664139514,30.90169816,8.769900268,88.31099196,11.54620742,11.68900804,6.636560752,96.93441065,15.48171928,13.60627605,1.514402875,97.3621673,15.71651387,2.6378327,2.045293138,1.425855513,1.296789927,1.211977186,1.824574241,2.326901249,3.169004985,0.510783201,0.735888286,0,0.681044268,0,0.681044268,2.83768445,3.335472359,66.7,55.6753689,5.85533568,46.52,41.2599319,6.005949045,53.48,58.7400681,9.973315637,13.76,8.626560726,3.40275311,33.3,44.3246311,9.119614438,29.27,42.2814983,9.286486558,32.97,30.98751419,7.326569122,2.4032,2.382519864,0.112572784,21.86,16.81957187,7.980555747,10.89670829,4.455564905,2.724177072,1.678938101,85.41,77.17915024,6.469369635,14.59,22.82084976,6.911875964,36.24,42.39500568,9.09209327,63.76,57.60499433,7.856487327,59.48313622,7.529111859,15.94393342,5.030704857,0.306614104,0.70057997,24.26631625,5.994133449,0.964812713,1.358397656,3.802497162,3.382242896,14.80508103,6.286067853,1.270258432,1.881875172
27,101730,ALABAMA,Hartselle City School District,Morgan County,249,84,57,60-69,98.6573626,2,1.76,3971,0,0,100,0,0,46.86,47.73206751,4.840214248,53.14,52.26793249,2.532580888,0,0,0,92.35232068,11.50719134,1.913192462,1.561783202,98.08680754,1.530927068,67.22046414,8.329281082,17.22244017,6.222718046,16.00627697,3.926720743,99.81540084,12.64983571,12.60237781,5.378210982,88.16425121,5.488598036,11.83574879,6.265314471,99.55168776,1.0921589,20,1.806622517,98.41772152,2.520259173,1.582278481,1.575905398,1.081223629,1.023901768,0.501054852,0.842685149,0,0.73800738,0,0.73800738,0,0.73800738,0,0.73800738,0,0.73800738,62.95,69.31119311,4.679884887,43.8,47.90897909,6.272074142,56.2,52.09102091,9.628930772,13.73,17.89667897,6.670173309,37.05,30.68880689,7.012149709,33.35,30.19680197,6.895806488,32.54,32.28782288,6.833086959,2.2914,2.327798278,0.088069509,21.91,19.96450754,8.984031089,8.548585486,4.186411664,1.168511685,1.164654885,93.42,91.50253236,4.044540484,6.58,8.497467642,4.97490616,39.58,35.36285363,7.790473505,60.42,64.63714637,6.748644185,81.03545301,4.717219544,17.89532921,5.3208933,1.069217783,1.46132761,0,0.675295442,3.136531365,4.112666452,1.291512915,1.472286275,0,0.675295442,0,0.675295442
